,stockX,flightClub,goat,shoeName,brand,silhoutte,make,colorway,retailPrice,thumbnail,releaseDate,description
0,221,249.0,249.0,Jordan 4 Retro SE Craft Photon Dust,Nike,Jordan 4 Retro SE,Jordan 4 Retro SE,Photon Dust/Pale Vanilla/Off White/Grey Fog/Flat Pewter/Sail,210.0,https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Craft-Photon-Dust-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675766632,2023-02-11,Tinker Hatfield’s legacy 1989 model is modernized with new details in the Air Jordan 4 Retro SE ‘Craft.’ Light grey leather forms the base of the upper with color-matched suede appearing on the forefoot overlay and collar. The signature plastic netting that originally appeared on the quarter panel has been replaced with grids of suede accented by support wings constructed from cracked leather. The molded eyelets and tongue and heel Jumpman branding appear in a Pale Vanilla hue. A PU midsole in off-white features an exposed Air-sole unit in the heel for optimal comfort and support underfoot.
1,133,122.0,122.0,Nike Dunk Low Retro PRM Valentine's Day (2023),Nike,Nike Dunk Low Retro PRM,Nike Dunk Low Retro PRM,Pale Ivory/Medium Soft Pink-Night Maroon,120.0,https://images.stockx.com/images/Nike-Dunk-Low-Valentines-Day-2023-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675275005,2023-02-07,"Celebrate the most romantic day on the calendar with the Nike Dunk Low Premium ‘Valentine’s Day.’ The iconic basketball shoe gets a fresh update with a color combo that pays homage to February 14th. The premium all-leather upper boasts a rich burgundy base and off-white overlays, complemented by delicate pink accents on the Swoosh, tongue tag and heel tab. Comfort and durability are supplied with soft cushioning of the sturdy rubber cupsole, finished with vintage off-white sidewalls and the outsole in bold maroon."
2,266,257.0,257.0,Jordan 4 Retro Seafoam (W),Nike,Jordan 4 Retro,Jordan 4 Retro,White/Seafoam/Dark Ash/Neutral Grey,210.0,https://images.stockx.com/images/Air-Jordan-4-Retro-Oil-Green-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675516633,2023-02-09,"The Women's Air Jordan 4 Retro 'Seafoam' seamlessly blends vintage looks with modern updates. With its retro-inspired color scheme recalling the 1989 ‘Fire Red’ release, this shoe boasts a smooth white leather upper accented with eye-catching Oil Green detailing on the interior lining, eyelets and tongue and heel tab Jumpman branding. The iconic quarter panel netting and support wings remain intact, adding to the shoe's nostalgic appeal. The classic silhouette is supported by a durable PU midsole, with an exposed Air-sole unit in the heel and a pop of green at the forefoot."
3,97,99.0,99.0,NikeCraft General Purpose Shoe Tom Sachs Field Brown,Nike,NikeCraft General Purpose Shoe,NikeCraft General Purpose Shoe,Pecan/Dark Field Brown-Dark Field Brown,110.0,https://images.stockx.com/images/NikeCraft-General-Purpose-Shoe-Tom-Sachs-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675794281,2023-02-07,"The Tom Sachs x Nike women’s NikeCraft General Purpose Shoe ‘Brown’ is a minimalist low-top delivered in a neutral colorway. The upper appears in a monochrome palette of brown mesh with overlays in suede intersected by a screen-printed Swoosh. Cushioned comfort and easy on-and-off are provided by a microfiber-lined collar and two webbing pull tabs. Underfoot, a traditional cupsole with three pieces combines with sidewalls in dark brown rubber, an EVA wedge and a waffled-patterned tread rubber outsole in black."
4,131,132.0,133.0,Nike Dunk Low Essential Paisley Pack Pink (W),Nike,Nike Dunk Low Essential,Nike Dunk Low Essential,White/Pearl Pink-Medium Soft Pink,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Essential-Paisley-Pack-Pink-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1670268156,2023-02-07,
5,278,255.0,255.0,Jordan 1 Retro High 85 Black White (2023),Nike,Jordan 1 Retro High 85,Jordan 1 Retro High 85,White/Black-White,200.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-85-Black-White-2023-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675762190,2023-02-15,"Duplicating the signature design and colorway of the 1985 original is the Air Jordan 1 Retro High '85 OG 'Black White' also known as 'Panda.' The upper appears in black and white leather, with the midsole and rubber outsole in matching hues. The signature Swoosh and Wings logo alternate between black and white complemented by a black-and-white Nike Air tongue tag."
6,419,,,MCM Reversible Liz Shopper Visetos Medium Cognac,MCM,MCM Reversible Liz Shopper,MCM Reversible Liz Shopper,Cognac,650.0,https://images.stockx.com/images/MCM-Reversible-Liz-Shopper-Visetos-Medium-Cognac.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&trimcolor=ffffff&q=90&dpr=2&updated_at=1610562201,,
7,350,,,Stussy 8 Ball Beach Shell Jacket Grayscale,Stussy,Stussy 8 Ball Beach Shell,Stussy 8 Ball Beach Shell,Grayscale,,https://images.stockx.com/images/Stussy-8-Ball-Beach-Shell-Jacket-Grayscale.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675445758,,
8,458,,,Goyard Saint Sulpice Green,Goyard,Goyard Saint Sulpice,Goyard Saint Sulpice,Green,475.0,https://images.stockx.com/images/Goyard-Saint-Sulpice-Green-V.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&trimcolor=ffffff&q=90&dpr=2&updated_at=1637165610,,"The Goyard Saint Sulpice Card Case Chevron Green is available in a couple of materials, including calfskin and canvas. 
<br> 
<br> 
The Goyard Saint Sulpice Card Case Chevron Green has a height dimension of 2.7, a width of 4.1, and a Depth of 0.07. The interior of the Goyard Saint Sulpice Card Case Chevron Green is of uniform color, whereas the outer side has encrypted patterns. Also, the Goyard Logo is encrypted on the top outer part of the case.
<br> 
<br> 
The Goyard Saint Sulpice Card Case Chevron Green was retailing at $475 when it first debuted in the market on the 6th of May, 2019."
9,192,,180.0,Casablanca Memphis Icon T-shirt White,Casablanca,Casablanca Memphis Icon,Casablanca Memphis Icon,White,155.0,https://images.stockx.com/images/Casablanca-Memphis-Icon-T-shirt-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1651641895,,
10,305,,,Louis Vuitton Key Pouch Monogram Eclipse Reverse,Louis Vuitton,Louis Vuitton Key Pouch,Louis Vuitton Key Pouch,Eclipse Reverse,325.0,https://images.stockx.com/images/Louis-Vuitton-Key-Pouch-Monogram-Eclipse-Reverse.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&trimcolor=ffffff&q=90&dpr=2&updated_at=1673045397,,"Louis Vuitton Key Pouch Monogram Eclipse Reverse, Style Number M80905. This product released for 325 USD, made from Coated Canvas and accompanied with Silver-tone Hardware. <br><br>Please Note: Dust bag and box are not required for this accessory."
11,308,,,Ami Paris Ami De Coeur Tonal Hoodie Aqua,Ami Paris,Ami Paris Ami De Coeur Tonal,Ami Paris Ami De Coeur Tonal,Aqua,475.0,https://images.stockx.com/images/Ami-Paris-Ami-De-Coeur-Tonal-Hoodie-Aqua.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1653649521,,
12,254,,410.0,CDG Play Red Heart Knit Cardigan Sweater Black,CDG Play,CDG Play Red Heart Knit Cardigan,CDG Play Red Heart Knit Cardigan,Black,412.0,https://images.stockx.com/images/Comme-des-Garcons-PLAY-Red-Heart-Knit-Cardigan-Sweater-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1646801867,,"Comme des Garcons PLAY apparel has a smaller fit, we recommend ordering one size up from your usual size."
13,2549,,,Dior x ERL Hooded Relaxed Fit Sweatshirt Black Cotton Fleece,Dior,Dior x ERL Hooded Relaxed Fit,Dior x ERL Hooded Relaxed Fit,Black Cotton Fleece,1700.0,https://images.stockx.com/images/Dior-x-ERL-Hooded-Relaxed-Fit-Sweatshirt-Black-Cotton-Fleece.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673461591,2022-01-05,
14,352,,920.0,Palm Angels Upsidedown Palm Hoodie Purple/Green,Palm Angels,Palm Angels Upsidedown Palm,Palm Angels Upsidedown Palm,Purple/Green,955.0,https://images.stockx.com/images/Palm-Angels-Upsidedown-Palm-Hoodie-Purple-Green.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1671688565,,
15,1091,,1100.0,LOEWE Tropical Hands Print Hoodie Soft White/Brown,LOEWE,LOEWE Tropical Hands Print,LOEWE Tropical Hands Print,Soft White/Brown,1100.0,https://images.stockx.com/images/LOEWE-Tropical-Hands-Print-Hoodie-Soft-White-Brown.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1653998267,,
16,146,130.0,130.0,Nike Dunk Low Retro White Black Panda (2021),Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/Black,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Black-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1633027409,2021-03-10,"The Dunk Low 'Black White' also known as 'Panda' brings a classic two-tone look to its classic basketball construction. The shoe's low-top build emerges in leather, with a white base contrasted by black overlays, with further black on the Swoosh branding. Perforations on the toe box provide breathability, while underfoot, the two-tone look is matched by the tooling, which incorporates a concentric rubber outsole for traction."
17,142,119.0,119.0,Nike Dunk Low Retro White Black Panda (2021) (W),Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/Black,100.0,https://images.stockx.com/images/Nike-Dunk-Low-White-Black-2021-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1611766850,2021-03-10,"A women's shoe, the Wmns Dunk Low 'Black White' also known as ‘Panda’ emerges with a classic two-tone look. Built entirely with leather, the shoe's upper sports a white base overlaid by black, with black also marking the Swoosh branding. Perforations on the toe box provide breathability, while white branding appears on the tongue and heel patch. Underfoot, the two-tone rubber cupsole includes a concentric outsole to provide traction."
18,107,90.0,90.0,Nike Dunk Low Retro White Black Panda (2021) (GS),Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/Black-White,85.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Black-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1613360456,2021-03-10,"The Dunk Low GS 'Black White' brings a classic two-tone colorway to the basketball classic. A grade-school iteration of the shoe, the upper appears in a mix of black and white on its leather construction, with a lightly padded tongue for support. Underfoot, a white low-profile midsole gives way to a concentric black rubber outsole, which takes its traction pattern from the Air Jordan 1."
19,125,119.0,119.0,Jordan 1 Low SE Concord,Nike,Jordan 1 Low SE,Jordan 1 Low SE,White/Black,120.0,https://images.stockx.com/images/Air-Jordan-1-Low-SE-Concord.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672244358,2023-01-17,
20,177,154.0,154.0,Jordan 4 Retro SE Craft Photon Dust (GS),Nike,Jordan 4 Retro SE,Jordan 4 Retro SE,Photon Dust/Pale Vanilla/Off White/Grey Fog/Flat Pewter/Sail,150.0,https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Craft-Photon-Dust-GS.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674055799,2023-02-11,
21,145,140.0,140.0,Jordan 1 Mid SE Space Jam,Nike,Jordan 1 Mid SE,Jordan 1 Mid SE,Black/Dark Concord-White,135.0,https://images.stockx.com/images/Air-Jordan-1-Mid-Space-Jam.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673634758,2023-01-23,
22,129,130.0,130.0,Nike Dunk Low Rose Whisper (W),Nike,Nike Dunk Low,Nike Dunk Low,White/Rose Whisper,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Rose-Whisper-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1650654997,2022-03-01,The Wmns Dunk Low 'Rose Whisper' refreshes the classic style of the retro basketball shoe in a light-hearted hue. The sneaker's leather upper is constructed entirely from a white base complemented by Rose Whisper overlays and Nike Swoosh. A breathable nylon tongue provides comfort while the rubber outsole anchors the build.
23,148,147.0,147.0,Nike Dunk Low Grey Fog,Nike,Nike Dunk Low,Nike Dunk Low,White/Grey Fog,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Grey-Fog-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1632232056,2021-09-21,"Delivering a subtle two-tone colorway of the classic silhouette originally released in 1985 is the Nike Dunk Low 'Grey Fog'. The all-leather upper features a white base with contrasting overlays in a light grey shade. The Swoosh, laces, and woven Nike tongue tag are in the same neutral tone. Additional Nike branding is on the heel tab and padded sockliner. On the bottom is a standard rubber cupsole that pairs white sidewalls with a grey rubber outsole."
24,130,135.0,135.0,Nike Dunk Low Next Nature White Black Panda (W),Nike,Nike Dunk Low,Nike Dunk Low,White/Black,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Next-Nature-White-Black-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1643118805,2021-11-03,"Incorporating at least 20% recycled content by weight is the Nike women's Dunk Low Next Nature 'Panda.' The synthetic leather upper complements the clean white base with contrasting black overlays. Standard branding elements are featured, including a woven Nike tongue tag and an embroidered Nike wordmark on the heel tab. A pop of neon green finish appears on the sockliner and is accented in Nike's pinwheel logo. The low-top is built on a durable rubber cupsole with white sidewalls and a black rubber outsole."
25,80,,,Nike Air Force 1 Low '07 White,Nike,Nike Air Force 1 Low '07,Nike Air Force 1 Low '07,White/White,110.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-White-07_V2-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1631122839,2007-11-24,"The Nike Air Force 1 Low White ‘07 features an all-white leather upper with a perforated toe box and Swoosh overlays. A Nike heel embroidery and white sole completes the design.
<br>
<br>
The Nike Air Force 1 Low White ‘07 originally released in 2007, but since it is an essential colorway to the brand, it consistently restocks.
<br>
<br>
To shop all Nike Air Force 1 shoes, <a href=""https://stockx.com/nike/air-force/1"">click here.</a> "
26,99,,,Nike Tech Fleece Full Zip Hoodie Black,Nike,Nike Tech Fleece Full Zip,Nike Tech Fleece Full Zip,Black,130.0,https://images.stockx.com/images/Nike-Tech-Fleece-Full-Zip-Hoodie-Black.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1615596465,,"This Nike Tech Fleece Full Zip Hoodie in black delivers a clean look and extra warmth. Featuring a double-sided spacer fabric, this hoodie is built to provide warmth without the weight. The hoodie features a small black Nike logo on its chest and an extra zippable pocket on the left arm.
<br>
<br>
The black Nike Tech Fleece Full Zip Hoodie was originally made available at the retail price of $130."
27,169,171.0,171.0,Jordan 1 Retro AJKO Low SP Union Sail Leather,Nike,Jordan 1 Retro AJKO Low SP,Jordan 1 Retro AJKO Low SP,Sail/Muslin-Neutral Grey,150.0,https://images.stockx.com/images/Air-Jordan-1-Retro-AJKO-Low-SP-Union-Sail.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674660593,2023-02-02,"Chris Gibbs and Jordan Brand present the Union LA x Air Jordan 1 KO Low 'Sail Muslin,' one of a two-pair capsule collection offered with matching apparel. The first-ever low-top AJKO model features an upper in Light Taupe pebbled leather with a removeable Swoosh provided in both Navy and Mint Green for variety. ‘UN/LA’ branding appears when the Swoosh is removed and a diminutive yellow 'UN/LA' tag embellishes the side profile. The back heel is adorned with an ‘AJKO’ Wings logo, while underfoot the midsole arrives in an aged-looking yellow hue for an old-school vibe."
28,200,196.0,196.0,Jordan 11 Retro Cherry (2022),Nike,Jordan 11 Retro,Jordan 11 Retro,White/Varsity Red/Black,225.0,https://images.stockx.com/images/Air-Jordan-11-Retro-Cherry-2022-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669100668,2022-12-10,"A new entry in the lineage of the Air Jordan 11, the 'Cherry' also known as 'Varsity Red' features a clean colorway that utilizes a Chicago Bulls inspired palette. The upper features white mesh with tonal webbing eyelets, while a shiny patent leather mudguard wraps around the entire shoe in a deep red hue. A red Jumpman logo appears on the back heel area, while a translucent rubber outsole finishes the look. A lightweight Phylon midsole provides cushioning while a carbon fiber spring plate offers structural support underfoot."
29,148,138.0,145.0,Nike SB Dunk Low Pro White Gum,Nike,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,White/Black/White/Gum Light Brown,110.0,https://images.stockx.com/images/Nike-SB-Dunk-Low-White-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672818220,2023-03-01,
30,220,215.0,215.0,Jordan 13 Retro Playoffs (2023),Nike,Jordan 13 Retro,Jordan 13 Retro,Black/Varsity Red-White-Vibrant Yellow,210.0,https://images.stockx.com/images/Air-Jordan-13-Retro-Playoffs-2023.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675374214,2023-02-18,"Arriving in a color scheme MJ first revealed on the court at the 1998 NYC All-Star Game, the Air Jordan 13 Retro 'Playoff' 2023 brings back a favorite colorway true to form. The upper arrives in quilted leather and suede in an allover black finish with pops of color arriving on the tongue with a yellow and red Jumpman logo and ‘Jordan’ in yellow on the toe box. A holographic emblem appears on the back heel. The white-and-red midsole pods and segmented outsole resemble panther paws underfoot as a nod to Jordan’s nickname, the 'black cat.'"
31,285,290.0,293.0,Jordan 4 Retro A Ma Maniére Violet Ore,Nike,Jordan 4 Retro,Jordan 4 Retro,Violet Ore/Medium Ash-Black-Muslin-Burgundy Crush,225.0,https://images.stockx.com/images/Air-Jordan-4-Retro-A-Ma-Maniere-Violet-Ore_V2-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1671732043,2022-11-23,"Following the AJ 1, 2 and 3 collaborations, Atlanta-based retailer A Ma Maniére returns with their take on the AJ4. The A Ma Maniére x Air Jordan 4 Retro 'Violet Ore' showcases premium materials and understated colors on the classic silhouette. A nubuck upper in a purple hue is accented with tonal quarter panel netting and a chrome rivet on the lateral collar area. Flight tags on the tongue show mismatched Jumpman and A Ma Maniére branding, while the classic 'Nike Air' can be found on the back heel. The back heel tab features the phrase 'It's not about the shoes...it's about where you're going' hidden on the inside, while a quilted textile lines the inside of the shoe and the insole."
32,256,214.0,255.0,Jordan 1 Retro High OG Chicago Lost and Found,Nike,Jordan 1 Retro High OG,Jordan 1 Retro High OG,Varsity Red/Black-Sail-Muslin,180.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Chicago-Reimagined-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1665691099,2022-11-19,"The Air Jordan 1 Retro High OG 'Chicago Lost & Found' brings back the famous 'Chicago' colorway with new storytelling elements. Featuring the OG high-cut shape, the leather upper features a white base with Varsity Red overlays and a black Swoosh and Wings logo. Cracked black leather on the padded collar gives it a vintage look, along with a pre-yellowed midsole. The packaging also tells the 'Lost & Found' story, with a damaged-looking box plastered with sale stickers showcasing a different colored lid. A receipt is also included, alluding to finding this vintage gem tucked away in an attic or storage space."
33,187,154.0,154.0,Nike Air Force 1 Low Valentine’s Day (2023) (W),Nike,Nike Air Force 1 Low,Nike Air Force 1 Low,White/Red/Pink,,https://images.stockx.com/images/Nike-Air-Force-1-Low-Valentines-Day-2023.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675077552,,
34,172,159.0,159.0,Jordan 5 Retro Aqua,Nike,Jordan 5 Retro,Jordan 5 Retro,Black/Aquatone/Taxi,200.0,https://images.stockx.com/images/Air-Jordan-5-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675337822,2023-02-04,"Early-era AJ5 PE's reminiscent of Chris Paul's New Orleans Hornets tenure are revisited in the Air Jordan 5 Retro ‘Aqua.’ The upper in solid black nubuck is brightened by the bright-yellow specked shark-tooth elements on the black midsole and the turquoise outsole detailing. Branding is subtle, with the signature Jumpman on the metallic tongue backed with cushioned teal which repeats at the heel. Clear quarter panel netting provides ventilation and Air-sole cushioning delivers easy wear on and off the court."
35,149,150.0,150.0,Jordan 1 Retro High OG True Blue,Nike,Jordan 1 Retro High OG,Jordan 1 Retro High OG,True Blue/White/Cement Grey,180.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-True-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674026406,2023-01-14,"Recalling an original Air Jordan 3, the Air Jordan 1 Retro High OG ‘True Blue’ provides a reinterpretation of a familiar colorway. True Blue on the eyestay and forefoot overlay are color-matched by the signature Swoosh, while the heel and collar overlay appear in Cement Grey with a Wings logo on the latter. Additional retro branding appears via the tongue tag with ‘Nike Air.’ Underfoot, comfort on and off the court is afforded by a traditional rubber cupsole with an Air-sole unit in the heel."
36,131,134.0,134.0,Nike Dunk Low Summit White Midnight Navy,Nike,Nike Dunk Low,Nike Dunk Low,Midnight Navy/Light Smoke Grey-Summit White,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Summit-White-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675338538,2023-01-31,
37,250,265.0,281.0,Jordan 4 Retro Midnight Navy,Nike,Jordan 4 Retro,Jordan 4 Retro,White/Midnight Navy/Light Smoke Grey-Fire Red,210.0,https://images.stockx.com/images/Air-Jordan-4-Retro-White-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1667401281,2022-10-29,"The AIr Jordan 4 Retro 'Midnight Navy' heavily borrows from the White/Cement OG colorway, including the grey paint splatter midsole and TPU wings. Midnight Navy hits on the lace loops, Jumpman logos and the midsole add a sharp contrast against the white leather upper. Other defining AJ4 details remain, including a visible Nike Air unit in the heel for cushioning and a modified herringbone traction pattern on the rubber outsole."
38,115,117.0,117.0,Nike Dunk Low Retro Red Swoosh Panda,Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,Black/University Red-White,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-Red-Swoosh-Panda-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1667976733,2022-10-01,
39,144,119.0,138.0,Nike Air Force 1 Low Supreme White,Nike,Nike Air Force 1 Low,Nike Air Force 1 Low,White/White-White,96.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-Supreme-Box-Logo-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1606164536,2020-03-05,"The Supreme x Air Force 1 Low 'Box Logo - White' released as part of the New York brand's Spring/Summer 2020 collection. The shoe's upper is built with leather, finished in white and highlighted by Supreme's signature box logo on the lateral heel. The custom sockliner and a second set of laces sport further Supreme branding, while Air in the heel of the midsole provides cushioning."
40,150,135.0,140.0,adidas Yeezy Slide Bone (2022 Restock),Adidas,adidas Yeezy Slide,adidas Yeezy Slide,Bone/Bone/Bone,60.0,https://images.stockx.com/images/adidas-Yeezy-Slide-Bone-2022-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1660143189,2022-05-31,"First released in 2019, the 2022 release of the Yeezy Slide 'Bone' brings back a neutral colorway of the minimalist sandal. A light ivory color permeates the one-piece slide, manufactured from injection-molded EVA for lightweight durability. The outsole features a set of grooves for traction, while a small adidas logo can be found on the footbed."
41,108,99.0,105.0,Nike Dunk High Panda Black White (2021),Nike,Nike Dunk High,Nike Dunk High,White/Black-Total Orange,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Black-White-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1645037142,2022-01-27,"The Nike Dunk High 'Black White' also known as ‘Panda’ dresses the classic high-top in a monochromatic two-tone color palette. The iconic silhouette features a smooth white leather upper, set against black leather overlays. The toe box is perforated for breathability. The shoe rests on a rubber cupsole, with a concentric rubber outsole included for traction."
42,133,,,UGG Classic Ultra Mini Chestnut (W),UGG,UGG Classic Ultra Mini,UGG Classic Ultra Mini,Chestnut,140.0,https://images.stockx.com/images/UGG-Classic-Ultra-Mini-Chestnut-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1641999174,2021-11-01,"The UGG Classic Ultra Mini Chestnut W, dressed in a Chestnut colorway, is a shoe for women.
<br>
<br>
The Classic Ultra Mini by Australian brand UGG features a Twinface sheepskin upper, a Suede heel counter with a rear pull tab, upcycled wool, a lyocell insole, a Foam footbed, and a Treadlite outsole. The sneaker’s design is completed by the textile binding that is made from recycled polyester fibers. The sneaker’s woven heel features a UGG labeled logo. Its outsole is trodden for traction.
<br>
<br>
The UGG Classic Ultra Mini Chestnut W was first made available on the 3rd of November, 2021. At the time, the retail price was set at $140."
43,147,134.0,134.0,New Balance 550 White Green,New Balance,New Balance 550,New Balance 550,White/Green,120.0,https://images.stockx.com/images/New-Balance-550-White-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1628002321,2021-06-24,"The 550 'White Green' brings a classic two-tone look to its retro construction. The shoe's upper is built with a white leather base, overlaid by tonal suede at the toe and supported by microperforations for breathability. The branding, including the 'N' logo, adds green to the design, with both colors coming together on the rubber cupsole underfoot, which includes EVA for cushioning."
