,stockX,flightClub,goat,shoeName,brand,silhoutte,make,colorway,retailPrice,thumbnail,releaseDate,description
754,128,130.0,135.0,Jordan 1 High Zoom Air CMFT Hare,Nike,Jordan 1 High Zoom Air CMFT,Jordan 1 High Zoom Air CMFT,White/Grey/Red-Orange,140.0,https://images.stockx.com/images/Air-Jordan-1-High-Zoom-Air-CMFT-Hare-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1657781030,2022-08-10,"The Air Jordan 1 High Zoom Comfort ‘Hare’ takes its design cues from the classic Air Jordan 7, featuring a light grey suede upper and white leather heel and forefoot overlays. With nods to the legendary '90s Michael Jordan and Bugs Bunny ad campaign, this high-top delivers playful multicolor detailing, a cozy exposed foam collar and a Zoom Air tag. A Zoom Air unit is housed in the white rubber midsole houses for plush cushioning while the outsole blends Dark Concord EVA and crimson rubber for sturdy traction underfoot."
755,88,50.0,75.0,Nike Air Max 97 Black White,Nike,Nike Air Max 97,Nike Air Max 97,Black/White,160.0,https://images.stockx.com/images/Nike-Air-Max-97-Black-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672230427,2017-08-01,
756,99,90.0,90.0,Nike Dunk High Fossil Stone (W),Nike,Nike Dunk High,Nike Dunk High,Fossil Stone/Black/Sail,120.0,https://images.stockx.com/images/Nike-Dunk-High-Fossil-Stone-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1658815766,2022-08-01,A classic favorite is given a refined makeover with the Nike women’s Dunk High ‘Fossil Stone.’ The upper appears in off-white leather intersected by a contrasting Swoosh in black and overlays in neutral beige. Comfort and a secure fit are ensured by the ventilated tongue with Nike branding and a collar in padded mesh. The high-top rides on a standard rubber cupsole for support underfoot.
757,120,123.0,123.0,Jordan 9 Retro Fire Red (GS),Nike,Jordan 9 Retro,Jordan 9 Retro,White/Fire Red/Grey,150.0,https://images.stockx.com/images/Air-Jordan-9-Retro-Fire-Red-GS.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669823515,2022-12-13,"The AJ9 was released during the legendary hoops star’s first retirement, the Air Jordan 9 Retro GS ‘Fire Red’ is a sleek rendition with subtle hits of color. The outsole in white rubber features imagery evoking MJ’s global prominence while the midsole in grey PU with an Air-sole unit in the heel provides cushioned comfort. White stitched leather on the upper is intersected by Cool Grey patent-leather overlays. The molded eyelets, Nike branding on the tongue tag with ‘Air Jordan’ and webbing pull tabs appear in Fire Red."
758,92,97.0,97.0,Nike Air Griffey Max 1 San Francisco Giants,Nike,Nike Air Griffey Max 1,Nike Air Griffey Max 1,Black/Sail/Orange,170.0,https://images.stockx.com/images/Nike-Air-Griffey-Max-1-San-Francisco-Giants.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1655952792,2022-07-23,
759,128,114.0,114.0,Nike Air Max BW OG Persian Violet (2021),Nike,Nike Air Max BW OG,Nike Air Max BW OG,Black/Persian Violet-White,130.0,https://images.stockx.com/images/Nike-Air-Max-BW-Persian-Violet-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1666679060,2021-09-09,
760,74,67.0,67.0,Nike Blazer Mid 77 Premium Certified Fresh,Nike,Nike Blazer Mid 77 Premium,Nike Blazer Mid 77 Premium,Sail/Enamel Green-Coconut Milk-Off Noir,100.0,https://images.stockx.com/images/Nike-Blazer-Mid-77-Premium-Certified-Fresh-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1658815732,2022-08-11,
761,105,76.0,76.0,Nike Air Max 270 Barely Rose (W),Nike,Nike Air Max 270,Nike Air Max 270,Barely Rose/Vintage Wine-Elemental Rose,150.0,https://images.stockx.com/images/Nike-Air-Max-270-Barely-Rose-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1609437523,2018-05-03,"Arriving in May 2018, the women’s exclusive Air Max 270 ‘Barely Rose’ flaunts a two-tone mesh upper (with Elemental Rose) atop a crisp white midsole and Vintage Wine-colored exaggerated heel."
762,145,,132.0,Hoka One One Clifton 8 Eggnog Shifting Sand (W),Hoka One One,Hoka One One Clifton 8,Hoka One One Clifton 8,Eggnog/Shifting Sand,140.0,https://images.stockx.com/images/Hoka-One-One-Clifton-8-Eggnog-Shifting-Sand-W_360_01.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669016252,2022-08-13,"The Hoka One One Clifton 8 Eggnog Shifting Sand W has become an addition to the Women's catalog that comes in a mix of Eggnog and Shifting Sand color scheme.
<br>
<br>
It features a mesh streamlined throughout the upper. Located on the side of the heel and on the tongue is the HOKA branding in an Eggnog color tone. The pull tab of the shoe is an extension of its collar, while the sole unit comprises an EVA foam midsole and a high-abrasive rubber outsole. Other detailing includes a geo pattern displayed on the outsoles.
<br>
<br>
The Hoka One One Clifton 8 Eggnog Shifting Sand W was released on August 13th, 2022. It retailed at $140."
763,88,,,Nike Big Swoosh Reversible Boa Jacket (Asia Sizing) Gorge Green,Nike,Nike Big Swoosh Reversible Boa,Nike Big Swoosh Reversible Boa,Gorge Green,90.0,https://images.stockx.com/images/Nike-Big-Swoosh-Reversible-Boa-Jacket-Asia-Sizing-Gorge-Green.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669019702,,
764,121,76.0,76.0,Jordan 12 Retro Low Golf French Blue,Nike,Jordan 12 Retro Low Golf,Jordan 12 Retro Low Golf,White/French Blue-Metallic Silver,220.0,https://images.stockx.com/images/Air-Jordan-12-Retro-Low-Golf-French-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672904025,2022-08-22,"In addition to his prowess on the court, MJ is also known for his love of golf. The Air Jordan 12 Low Golf ‘French Blue’ brings a golf makeover to a classic favorite. The upper in white tumbled leather and radiating stitching is the base for reptile-textured French Blue overlays. The vivid blue repeats on the tongue's stitched Jumpman and heel tab branding. The midsole in foam is enhanced by a full-length Zoom Air unit, while a translucent outsole modified with removeable golf spikes completes the look and also provides traction via its herringbone patterning."
765,187,150.0,150.0,Nike Zoom GT Cut 2 Sabrina Ionescu Takeover Mode,Nike,Nike Zoom GT Cut 2,Nike Zoom GT Cut 2,Photon Dust/Phantom/Celestine Blue/Black,170.0,https://images.stockx.com/images/Nike-Zoom-GT-Cut-2-Sabrina-Ionescu-Takeover-Mode-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669232834,2022-10-22,
766,98,,110.0,Travis Scott x Jordan Paisley Shorts Orewood,Travis Scott,Travis Scott x Jordan Paisley,Travis Scott x Jordan Paisley,Orewood,105.0,https://images.stockx.com/images/Travis-Scott-Cactus-Jack-x-Jordan-Paisley-Shorts-Orewood.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1670987760,2022-12-15,"The Travis Scott x Jordan Paisley Shorts Orewood comprises of Paisley pattern style make. 
<br>
<br>
This collaborative garment between American musician and Nike is made of a blend of cotton and polyester materials and features a contrast of black on its hems. The Paisley Shorts also have a ribbed waist, with multiple stitches. Additionally, an adjustable drawstring cords on its waist for fitting. The design is completed with paisley graphic and a black Jumpman logo near the waist and on its thighs.
<br>
<br>
The Travis Scott x Jordan Paisley Shorts Orewood debuted in the market on December 15th, 2022, and retailed at $105."
767,124,122.0,122.0,Nike Air VaporMax Plus Black Metallic Gold,Nike,Nike Air VaporMax Plus,Nike Air VaporMax Plus,Black/Metallic Gold,200.0,https://images.stockx.com/images/Nike-Air-VaporMax-Plus-Black-Metallic-Gold.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607665103,2020-06-01,"The Air VaporMax Plus 'Black Gold' brings an elevated colorway to its hybrid performance construction. Drawing from the Air Max Plus, the upper features a stretch textile construction in black overlaid by a tonal TPU cage. Metallic gold highlights the tongue and branding, matched underfoot by the VaporMax unit, which provides cushioning. A shank plate completes the look while providing stability."
768,98,84.0,84.0,Nike Dunk High Retro Reverse Goldenrod,Nike,Nike Dunk High Retro,Nike Dunk High Retro,University Gold/Black/White/Habanero Red,125.0,https://images.stockx.com/images/Nike-Dunk-High-Reverse-Goldenrod-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672818171,2022-11-23,
769,190,192.0,192.0,New Balance 2002R The Basement Stone Grey,New Balance,New Balance 2002R,New Balance 2002R,Stone Grey/Black,140.0,https://images.stockx.com/images/New-Balance-2002R-The-Basement-Grey-Sail-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672906859,2022-12-04,
770,76,85.0,85.0,Jordan Nu Retro 1 Low Varsity Red Black,Nike,Jordan Nu Retro 1 Low,Jordan Nu Retro 1 Low,Varsity Red/White/Black,90.0,https://images.stockx.com/images/Air-Jordan-Nu-Retro-1-Low-Varsity-Red-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1668597648,2022-11-21,"First debuting in 2002, this Jordan Nu Retro 1 Low ‘Chicago’ returns for it s 20th anniversary. Characterized by the signature colors of the Chicago Bulls, the upper combines Varsity Red and black leather with white panels adorned by an exaggerated Wings logo. The midsole is color-blocked in white and red and features interior Air-sole cushioning and Jumpman branding, while the Air Jordan I rubber outsole returns to supply support and grip."
771,136,,165.0,On Running Cloud 5 All Black,On,On Running Cloud 5,On Running Cloud 5,All Black,140.0,https://images.stockx.com/images/On-Running-Cloud-5-All-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675715139,2022-08-08,
772,99,,,UGG Tazz Slipper Chestnut (Kids),UGG,UGG Tazz Slipper,UGG Tazz Slipper,Chestnut,85.0,https://images.stockx.com/images/UGG-Tazz-Slipper-Chestnut-Kids-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675767172,,
773,181,148.0,148.0,adidas Adizero Prime X Off White Pulse Lilac,Adidas,adidas Adizero Prime X,adidas Adizero Prime X,Off White/Legend Ink/Pulse Lilac,275.0,https://images.stockx.com/images/adidas-Adizero-Prime-Off-White-Pulse-Lilac-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674725254,2022-10-01,
774,162,108.0,108.0,Nike ZoomX Vaporfly Next% 2 Coconut Milk Ghost Green Bright Crimson,Nike,Nike ZoomX Vaporfly Next% 2,Nike ZoomX Vaporfly Next% 2,White/Coconut Milk/Ghost Green/Black,260.0,https://images.stockx.com/images/Nike-ZoomX-Vaporfly-Next-2-Coconut-Milk-Ghost-Green-Bright-Crimson.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1666718514,,
775,141,125.0,125.0,adidas Gazelle Indoor Blue Fusion Gum (W),Adidas,adidas Gazelle Indoor,adidas Gazelle Indoor,Blue Fusion/Footwear White/Gold Metallic,90.0,https://images.stockx.com/images/adidas-Gazelle-Indoor-Blue-Fusion-Gum-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674539003,2022-12-15,
776,265,288.0,288.0,Nike Air Force 1 Low SP AMBUSH Phantom,Nike,Nike Air Force 1 Low SP,Nike Air Force 1 Low SP,Phantom/Black-Phantom,190.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-SP-AMBUSH-Phantom.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675884645,2023-02-28,
777,100,110.0,110.0,Nike Air Force 1 Low Valentine's Day (2023) (GS),Nike,Nike Air Force 1 Low,Nike Air Force 1 Low,Picante Red/Pink Spell/White,90.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-Valentines-Day-2023-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675950527,2023-02-07,
778,138,190.0,190.0,Nike KD 15 All-Star,Nike,Nike KD 15,Nike KD 15,Light Orewood Brown/Metallic Gold/Sundial/Sail/Citron Tint,160.0,https://images.stockx.com/images/Nike-KD-15-All-Star.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674759311,2023-02-16,
779,181,160.0,160.0,adidas Yeezy Foam RNNR Stone Sage,Adidas,adidas Yeezy Foam RNNR,adidas Yeezy Foam RNNR,Stone Sage/Stone Sage/Stone Sage,90.0,https://images.stockx.com/images/adidas-Yeezy-Foam-RNNR-Stone-Sage-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1647445127,2022-03-11,"The adidas Yeezy Foam Runner 'Stone Sage' showcases a slight marbleized print across a beige hue. As with all Foam Runners, a one-piece build is crafted with injected EVA foam, sculpted for comfort as there are several cored out holes for ventilation and breathability. A textured footbed offers a comfortable fit, while a wavy traction pattern offers grip."
780,176,155.0,155.0,Nike SB Dunk Low Pro Paisley Brown,Nike,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,Brown/Muli-Color-White-Gum,130.0,https://images.stockx.com/images/Nike-SB-Dunk-Low-Pro-Paisley-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1649082481,2022-05-01,"An iconic skate favorite gets a bohemian makeover with the Nike Dunk Low Pro Premium SB ‘Paisley.’ Built on a gum rubber outsole, the textile upper is flooded with an allover paisley print in green, blue, pink and brown. Brown piping in leather will dissolve over time to reveal off-white suede in its place. The signatures Swoosh appears in white while ‘Nike’ appears on the leather heel tab in brown."
781,242,190.0,235.0,Jordan 4 Retro Red Thunder (GS),Nike,Jordan 4 Retro,Jordan 4 Retro,Black/Multi-Color-Multi-Color-Crimson,140.0,https://images.stockx.com/images/Air-Jordan-4-Retro-Red-Thunder-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1641935707,2022-01-15,
782,161,157.0,157.0,Nike Dunk Low Harvest Moon (W),Nike,Nike Dunk Low,Nike Dunk Low,Sail/Harvest Moon,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Harvest-Moon-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1644827833,2022-02-02,"Dressing the retro hoops shoe in a refined two-tone color scheme is the Nike women's Dunk Low 'Harvest Moon.' The leather upper combines a clean white base with contrasting overlays in a subtle peach beige hue. It has standard Dunk features such as a perforated toe box, breathable nylon tongue, and embroidered Nike branding on the back tab. Underneath is a rubber cupsole with white sidewalls and a beige rubber outsole."
783,143,138.0,140.0,Nike Dunk Low Siempre Familia,Nike,Nike Dunk Low,Nike Dunk Low,Carbon Green/Rift Blue-Sail,120.0,https://images.stockx.com/images/Nike-Dunk-Low-Siempre-Familia-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1646080685,2022-02-17,"The Day of the Dead is commemorated with a distinctive reinterpretation in the Nike Dunk Low ‘SiEMPRE Familia.’ The upper delivers a rich mix of materials and colors, including reptile-patterned leather on the upper in chameleon green and a blue, red and orange-patterned Swoosh. The vibrant colors of the upper are supported on a white midsole and a clear rubber outsole. Adorning the lateral heel is an iguana in vivid yellow with a red gem for an eye. ‘SiEMPRE Familia’ appears on the left sockliner, emphasizing the holiday's themes of family and community."
784,225,210.0,254.0,adidas Yeezy 450 Dark Slate,Adidas,adidas Yeezy 450,adidas Yeezy 450,Dark Slate/Dark Slate,200.0,https://images.stockx.com/images/adidas-Yeezy-450-Dark-Slate-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1626801847,2021-06-26,"The unique construction of the Yeezy 450 features a blacked-out look on the Yeezy 450 'Dark Slate.' Also lacking exterior branding, the shoe's knit upper appears in black, with an integrated lacing system and elastic, sock-like cuff supporting the fit. Underfoot, the tooling forgoes a traditional midsole, instead sporting a rubber outsole that climbs up the heel and side wall, offering both traction down below and support up top."
785,145,128.0,128.0,Nike Zoom Cortez SP sacai White University Red Blue,Nike,Nike Zoom Cortez SP,Nike Zoom Cortez SP,White/Light Cream-University Red,180.0,https://images.stockx.com/images/Nike-Cortez-40-Sacai-White-University-Red-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1661852770,2022-08-31,
786,90,70.0,70.0,Nike Air Max 90 Terrascape Black Lime Ice,Nike,Nike Air Max 90 Terrascape,Nike Air Max 90 Terrascape,Black/Lime Ice/Anthracite/Dark Grey,140.0,https://images.stockx.com/images/Nike-Air-Max-90-Terrascape-Black-Lime-Ice-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1646080685,2021-10-28,"The Air Max 90 Terrascape ‘Black Lime Ice’ celebrates a heritage classic with updated, eco-friendly features. Overlays in black synthetic suede appear on the charcoal ripstop upper while clear TPU eyelets secure the laces. Additional ease of wear is provided by webbing pull tabs, while branding is featured on the tongue and heel with a speckled Crater Foam Swoosh and patch. The midsole in the same material is wrapped in a clear cage atop a grippy rubber outsole made partly with Nike Grind."
787,118,112.0,112.0,Nike Dunk Low Essential Paisley Pack Barley (W),Nike,Nike Dunk Low Essential,Nike Dunk Low Essential,White/Barley-White,120.0,https://images.stockx.com/images/Nike-Dunk-Low-Essential-Paisley-Pack-Barley-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1651610568,2022-05-01,
788,167,,,Nike KD 14 Aunt Pearl,Nike,Nike KD 14,Nike KD 14,Soft Pink/Dark Pink,160.0,https://images.stockx.com/images/Nike-KD-14-Aunt-Pearl-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1649428628,2022-04-15,"The Nike KD 14 Aunt Pearl are high tops and typically fall at the top of the ankle for most wearers. They also have extra cushioning, making them comfortable for longer walks.
<br>
<br>
The Nike KD 14 Aunt Pearl has a Gum rubber outsole, as well as a vibrant pink base that features a detailed pattern. Towards the front of the shoe, you will find a hot pink speckled pattern. Across the pink laces and tongue, there is a pink strap that features the iconic Nike Swoosh symbol.
<br>
<br>
First released in April of 2022, the Nike KD 14 Aunt Pearl had a starting retail price of $150."
789,155,120.0,155.0,Jordan 1 Retro High Electro Orange,Nike,Jordan 1 Retro High,Jordan 1 Retro High,White/Electro Orange-Black,170.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-Electro-Orange-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1626802469,2021-07-17,
790,117,105.0,105.0,Jordan 1 Low Cardinal Red,Nike,Jordan 1 Low,Jordan 1 Low,Cardinal Red/White/Light Curry,100.0,https://images.stockx.com/images/Air-Jordan-1-Low-Cardinal-Red-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1649427431,2022-03-29,
791,138,118.0,118.0,Nike LD Waffle sacai CLOT Kiss of Death Net Orange Blaze,Nike,Nike LD Waffle,Nike LD Waffle,Net/Orange Blaze-Deep Red-Green Bean,170.0,https://images.stockx.com/images/Nike-LDWaffle-Clot-sacai-Net-Orange-Blaze-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1655884506,2021-09-14,"Nike brings you a triple collaboration in the sacai x Clot x Nike LDWaffle 'Net Orange Blaze'. Drawing from the CLOT x Nike Air Max 1 'Kiss of Death,' it combines features from the LDV and Waffle Racer. With a tan semi-translucent textile upper paired with tonal suede overlays at the forefoot and heel. The signature double Swooshes from sacai are brick red and orange leather with a slight snakeskin exterior. Subtle lime green color slashes the double-stacked eyestay, triple-branded heel tab, and the dual woven tags on top of the tongue. Grip down the street with waffle-traction and a two-tone midsole with an elongated heel."
792,130,65.0,128.0,Jordan 1 Retro High White Black Volt University Gold,Nike,Jordan 1 Retro High,Jordan 1 Retro High,White/Black-Volt-University Gold,170.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-White-Black-Volt-University-Gold-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1611079703,2021-01-09,"Inspired by various Air Jordan 1 colorways, the Air Jordan 1 Retro High OG 'Volt Gold' features vibrant accents. The shoe's leather upper appears primarily in white, with University Gold on the heel and Volt on the collar overlay. Black throughout provides contrast, while the exposed-foam tongue includes a reversed translucent tag. An off-white Air midsole offers cushioning, with a black concentric rubber outsole providing traction."
793,285,240.0,240.0,Jordan 6 Retro Travis Scott British Khaki,Nike,Jordan 6 Retro,Jordan 6 Retro,British Khaki/Sail-Bright Crimson,250.0,https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-British-Khaki-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1620406101,2021-04-30,"A follow-up to a 2019 collaboration, the Travis Scott x Air Jordan 6 Retro 'British Khaki' released with the help of the Houston rapper. Built with a mix of suede and canvas, the shoe's upper appears in British Khaki, highlighted by Bright Crimson on the heel pull-loop and tongue branding. The lateral collar includes a stash pouch, with the medial side sporting zippered detailing. The heels include mismatched Air and Cactus Jack branding, and underfoot, the usual visible Air in the heel provides cushioning."
794,81,85.0,85.0,Jordan 5 Retro Green Bean (2022) (GS),Nike,Jordan 5 Retro,Jordan 5 Retro,SILVER/GREEN BEAN-FLINT GREY,150.0,https://images.stockx.com/images/Air-Jordan-5-Retro-Green-Bean-2022-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1663957309,2022-05-28,"The Air Jordan 5 Retro GS ‘Green Bean’ brings back a colorway known for nearly two decades. The leather upper in trademark grey has a modern, reflective finish, and vivid green details embellish the collar lining and Jumpman logo at the tongue and heel. The dark grey polyurethane midsole provides lightweight cushioning alongside a visible Air-sole heel unit and shark tooth detailing, another 'Green Bean' accent. The outsole in translucent herringbone-tread rubber outsole provides superior grip and traction."
795,110,119.0,119.0,Jordan 1 Mid SE Zen Master (GS),Nike,Jordan 1 Mid SE,Jordan 1 Mid SE,Black/White/Amethyst Wave/Bleached Coral,110.0,https://images.stockx.com/images/Air-Jordan-1-Mid-SE-Zen-Master-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1652711164,2022-06-23,
796,148,139.0,139.0,Nike Dunk Low Ocean (W),Nike,Nike Dunk Low,Nike Dunk Low,Summit White/Bright Spruce,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Ocean-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1652283567,2022-05-01,The properties of water and how it interacts with light serves as the inspiration for the Nike women’s Dunk Low ‘Ocean.’ The aquatic theme is echoed on the clear rubber outsole with blue-patterned swirls. The white leather base on the upper features Bright Spruce overlays and a cushy low-cut collar and airy mesh tongue for comfort and a secure fit.
797,120,123.0,134.0,Nike Air Force 1 Low VD Valentine's Day (2022) (W),Nike,Nike Air Force 1 Low VD,Nike Air Force 1 Low VD,White/Atmosphere-University Red-Sail,110.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-VD-Valentines-Day-2022-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1644573629,2022-02-14,
798,219,180.0,228.0,Jordan 1 Retro High Tokyo Bio Hack,Nike,Jordan 1 Retro High,Jordan 1 Retro High,Baroque Brown/Black-Laser Orange-Racer Pink,170.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-Bio-Hack-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1606318464,2020-09-04,"The Air Jordan 1 Retro High OG 'Tokyo Bio Hack' features inspiration from the Japanese capital. The shoe's upper is built with a mix of leather and suede, finished in a color-blocked look that brings to mind Undefeated's Nike Dunk High NL collaboration from 2005. Underfoot, the painted Air midsole provides cushioning, giving way to a concentric outsole for traction."
799,108,92.0,92.0,Nike Air Max 270 Black White,Nike,Nike Air Max 270,Nike Air Max 270,Black/White/Solar Red/Anthracite,160.0,https://images.stockx.com/images/Nike-Air-Max-270-Black-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607664760,2018-03-02,"The first silhouette in Nike’s Air Max family to featuring cushioning specifically developed for lifestyle, the Air Max 270 shows off an essential black and white colorway. The shoe’s signature large-volume 270-degree Max Air unit is finished in black, matched by a breathable mesh upper with contrasting white hits on the shoe’s branding elements."
800,165,,,UGG Classic Ultra Mini Antilope (W),UGG,UGG Classic Ultra Mini,UGG Classic Ultra Mini,Antilope,140.0,https://images.stockx.com/images/UGG-Classic-Ultra-Mini-Antilope-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1642150627,2021-11-01,"The UGG Classic Ultra Mini Antilope W are women-sized ankle boots that feature a suede upper and are available in an antelope brown color.
<br>
<br>
The Ultra Mini boots by UGG are designed with a brown suede upper crafted from sheepskin. The sheepskin suede upper is lightweight, and the thick and fluffy interior is made for warmth. Underfoot, the slip-in style classic ankle boots sit on a rubber outsole that rounds off the design.
<br>
<br>
The UGG Classic Ultra Mini Antilope W was originally released on the 1st of November 2021. The retail price was set at $140."
801,126,106.0,109.0,Jordan 1 Retro Low Golf Shattered Backboard,Nike,Jordan 1 Retro Low Golf,Jordan 1 Retro Low Golf,Starfish/Black-White,140.0,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-Golf-Shattered-Backboard-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1654776748,2022-06-01,
